1,"18NWN015A","https://integra-ext.petrobras.com.br/SPFViewDir/fdf52e27-2331-40a9-e063-2d2a1e0abc4c/2fcbc9b7-f42b-407f-abc4-6680acd125a2/I-DE-3010.2N-5134-942-A1O-001_K_VDA-P82-A1O-00014_K_VR.xlsx","663423","DM_PRJ-0000000005_I-DE-3010.2N-5134-942-A1O-001_L__1","I-DE-3010.2N-5134-942-A1O-001","L","Current","GENERAL ARRANGEMENT FOR AIR COMPRESSOR (UC-5134501B/C/D/E) - SAFE AREA",,"APPROVED FOR DESIGN",,,"BUZIOS - P-82\01-VENDOR DOCUMENTS\5134-323-001-INSTRUMENT SERVICE AIR COMPRESSION UNIT","A1O","2024-11-18T03:19:44.449Z","amirahsyafiqah.baki","amirahsyafiqah.baki","2024-11-18T05:41:44.705Z","amirahsyafiqah.baki","2024-11-18T05:42:13.016Z","PR_PRJ-0000000005","18NWN003A"
2,"18NWN016A","https://integra-ext.petrobras.com.br/SPFViewDir/fdf52e27-2331-40a9-e063-2d2a1e0abc4c/49b821d8-d3b5-4ba6-a726-3d574c1bee41/I-DE-3010.2N-5134-942-A1O-001_L_AFD_20241114.pdf","393283","DM_PRJ-0000000005_I-DE-3010.2N-5134-942-A1O-001_L__1","I-DE-3010.2N-5134-942-A1O-001","L","Current","GENERAL ARRANGEMENT FOR AIR COMPRESSOR (UC-5134501B/C/D/E) - SAFE AREA",,"APPROVED FOR DESIGN",,,"BUZIOS - P-82\01-VENDOR DOCUMENTS\5134-323-001-INSTRUMENT SERVICE AIR COMPRESSION UNIT","A1O","2024-11-18T03:19:44.449Z","amirahsyafiqah.baki","amirahsyafiqah.baki","2024-11-18T05:41:44.705Z","amirahsyafiqah.baki","2024-11-18T05:42:13.016Z","PR_PRJ-0000000005","18NWN003A"
2,"18NXK00MA","https://integra-ext.petrobras.com.br/SPFViewDir/fdf52e27-2331-40a9-e063-2d2a1e0abc4c/f5438833-2c2f-4d3a-b673-ea09869cbc81/I-DE-3010.2N-1227-810-VMP-049_C_AFD_20241113.dwg","2719083","DM_PRJ-0000000005_I-DE-3010.2N-1227-810-VMP-049_C__1","I-DE-3010.2N-1227-810-VMP-049","C","Current","GENERAL ARRANGEMENT DRAWING - PG AND TG (FIELD GAUGE)",,"APPROVED FOR DESIGN",,,"BUZIOS - P-82\01-VENDOR DOCUMENTS\1233-560-001-TEG REGENERATION SYSTEM AND GAS DEHYDRATION UNIT","VMP","2024-11-18T03:19:54.861Z","amirahsyafiqah.baki","amirahsyafiqah.baki","2024-11-18T05:44:45.224Z","amirahsyafiqah.baki","2024-11-18T05:45:01.486Z","PR_PRJ-0000000005","18NXK003A"
1,"18NXK00PA","https://integra-ext.petrobras.com.br/SPFViewDir/fdf52e27-2331-40a9-e063-2d2a1e0abc4c/3e1a4ae2-1554-4a58-b103-946aa9e4b962/I-MC-3010.2N-1227-540-VMP-180_C_VDA-P82-VMP-00511_C_VR.xlsx","2612636","DM_PRJ-0000000005_I-MC-3010.2N-1227-540-VMP-180_D__1","I-MC-3010.2N-1227-540-VMP-180","D","Current","MECHANICAL CALCULATION - TEG UNIT SEAL DRUM VESSEL (V-UC-Z-1227001-02)",,"APPROVED FOR DESIGN",,,"BUZIOS - P-82\01-VENDOR DOCUMENTS\1233-560-001-TEG REGENERATION SYSTEM AND GAS DEHYDRATION UNIT","VMP","2024-11-18T03:19:54.861Z","amirahsyafiqah.baki","amirahsyafiqah.baki","2024-11-18T05:44:45.224Z","amirahsyafiqah.baki","2024-11-18T05:45:01.486Z","PR_PRJ-0000000005","18NXK009A"
2,"18NXK00QA","https://integra-ext.petrobras.com.br/SPFViewDir/fdf52e27-2331-40a9-e063-2d2a1e0abc4c/0545531c-ce3a-4cd6-8e98-5413bb850e71/I-MC-3010.2N-1227-540-VMP-180_D_AFD_20241114.docx","42569","DM_PRJ-0000000005_I-MC-3010.2N-1227-540-VMP-180_D__1","I-MC-3010.2N-1227-540-VMP-180","D","Current","MECHANICAL CALCULATION - TEG UNIT SEAL DRUM VESSEL (V-UC-Z-1227001-02)",,"APPROVED FOR DESIGN",,,"BUZIOS - P-82\01-VENDOR DOCUMENTS\1233-560-001-TEG REGENERATION SYSTEM AND GAS DEHYDRATION UNIT","VMP","2024-11-18T03:19:54.861Z","amirahsyafiqah.baki","amirahsyafiqah.baki","2024-11-18T05:44:45.224Z","amirahsyafiqah.baki","2024-11-18T05:45:01.486Z","PR_PRJ-0000000005","18NXK009A"
1,"18PVB00BA","https://integra-ext.petrobras.com.br/SPFViewDir/fdf52e27-2331-40a9-e063-2d2a1e0abc4c/c26c56f1-3584-4b48-9e10-5399707ff4f4/I-MA-3010.2N-1252-000-NAQ-056_A_VDA-P82-NAQ-00619_A_VR.xlsx","116221770","DM_PRJ-0000000005_I-MA-3010.2N-1252-000-NAQ-056_B__1","I-MA-3010.2N-1252-000-NAQ-056","B","Current","TPI - TECHNICAL PACKAGE FOR INSTALLATION MANUAL (COMPLETE)",,"FOR DESIGN",,,"BUZIOS - P-82\01-VENDOR DOCUMENTS\1252-321-001-INJECTION GAS COMPRESSION UNIT","NAQ","2024-11-18T06:21:43.115Z","er.chiann.prestserv","er.chiann.prestserv","2024-11-18T11:58:36.403Z","er.chiann.prestserv","2024-11-18T11:58:49.493Z","PR_PRJ-0000000005","18PVB003A"
3,"18NXK00RA","https://integra-ext.petrobras.com.br/SPFViewDir/fdf52e27-2331-40a9-e063-2d2a1e0abc4c/5a1160a6-45b6-4e5a-95d3-570f0034b958/I-MC-3010.2N-1227-540-VMP-180_D_AFD_20241114.pdf","3341677","DM_PRJ-0000000005_I-MC-3010.2N-1227-540-VMP-180_D__1","I-MC-3010.2N-1227-540-VMP-180","D","Current","MECHANICAL CALCULATION - TEG UNIT SEAL DRUM VESSEL (V-UC-Z-1227001-02)",,"APPROVED FOR DESIGN",,,"BUZIOS - P-82\01-VENDOR DOCUMENTS\1233-560-001-TEG REGENERATION SYSTEM AND GAS DEHYDRATION UNIT","VMP","2024-11-18T03:19:54.861Z","amirahsyafiqah.baki","amirahsyafiqah.baki","2024-11-18T05:44:45.224Z","amirahsyafiqah.baki","2024-11-18T05:45:01.486Z","PR_PRJ-0000000005","18NXK009A"
3,"18NXK00NA","https://integra-ext.petrobras.com.br/SPFViewDir/fdf52e27-2331-40a9-e063-2d2a1e0abc4c/5c976c69-7226-4162-ae02-d23a8a0eed0e/I-DE-3010.2N-1227-810-VMP-049_C_AFD_20241113.pdf","2237996","DM_PRJ-0000000005_I-DE-3010.2N-1227-810-VMP-049_C__1","I-DE-3010.2N-1227-810-VMP-049","C","Current","GENERAL ARRANGEMENT DRAWING - PG AND TG (FIELD GAUGE)",,"APPROVED FOR DESIGN",,,"BUZIOS - P-82\01-VENDOR DOCUMENTS\1233-560-001-TEG REGENERATION SYSTEM AND GAS DEHYDRATION UNIT","VMP","2024-11-18T03:19:54.861Z","amirahsyafiqah.baki","amirahsyafiqah.baki","2024-11-18T05:44:45.224Z","amirahsyafiqah.baki","2024-11-18T05:45:01.486Z","PR_PRJ-0000000005","18NXK003A"
0,"18NWN018A","https://integra-ext.petrobras.com.br/SPFViewDir/fdf52e27-2331-40a9-e063-2d2a1e0abc4c/9315269f-26f8-470c-b224-4ea5e78d574b/I-DE-3010.2N-5134-942-A1O-002_K_ReviewComments_R.xlsx","19425","DM_PRJ-0000000005_I-DE-3010.2N-5134-942-A1O-002_L__1","I-DE-3010.2N-5134-942-A1O-002","L","Current","GENERAL ARRANGEMENT DRAWING - ( COMPRESSOR ZONE 2)",,"APPROVED FOR DESIGN",,,"BUZIOS - P-82\01-VENDOR DOCUMENTS\5134-323-001-INSTRUMENT SERVICE AIR COMPRESSION UNIT","A1O","2024-11-18T03:19:44.449Z","amirahsyafiqah.baki","amirahsyafiqah.baki","2024-11-18T05:41:44.705Z","amirahsyafiqah.baki","2024-11-18T05:42:13.016Z","PR_PRJ-0000000005","18NWN009A"
0,"18NWN01CA","https://integra-ext.petrobras.com.br/SPFViewDir/fdf52e27-2331-40a9-e063-2d2a1e0abc4c/871ea903-e966-4668-a4a4-cc7f2da2db26/I-DE-3010.2N-5134-942-A1O-003_K_ReviewComments.xlsx","19999","DM_PRJ-0000000005_I-DE-3010.2N-5134-942-A1O-003_L__1","I-DE-3010.2N-5134-942-A1O-003","L","Current","GENERAL ARRANGEMENT DRAWING - ( DRYER SAFE AREA)",,"APPROVED FOR DESIGN",,,"BUZIOS - P-82\01-VENDOR DOCUMENTS\5134-323-001-INSTRUMENT SERVICE AIR COMPRESSION UNIT","A1O","2024-11-18T03:19:44.449Z","amirahsyafiqah.baki","amirahsyafiqah.baki","2024-11-18T05:41:44.705Z","amirahsyafiqah.baki","2024-11-18T05:42:13.016Z","PR_PRJ-0000000005","18NWN00FA"
